11/1/2021 13:43:24 [Database connection successful]
11/1/2021 13:43:24 [Express listening on port 3040]
11/1/2021 13:46:17 [Request POST] <Customers: Login Customer>
11/1/2021 22:20:58 [Request GET] <Customers: Get All Customers>
11/1/2021 22:20:58 [Request GET] <Reservations: Get All Reservations>
11/1/2021 22:20:59 [Request GET] <Customers: Get All Customers>
11/1/2021 22:20:59 [Request GET] <Logs: Get All>
11/1/2021 22:20:59 [Request GET] <Reservations: Get All Reservations>
11/1/2021 22:20:59 [Request GET] <Logs: Get All>
11/1/2021 22:20:59 [Request GET] <Customers: Get All Customers>
11/1/2021 22:21:0 [Request GET] <Reservations: Get All Reservations>
11/1/2021 22:21:0 [Request GET] <Customers: Get All Customers>
11/1/2021 22:21:0 [Request GET] <Logs: Get All>
11/1/2021 22:21:54 [Request GET] <Logs: Get All>
11/1/2021 22:21:54 [Request GET] <Customers: Get All Customers>
11/1/2021 22:40:2 [Request GET] <Reservations: Get All Reservations>
11/1/2021 22:40:4 [Request GET] <Logs: Get All>
11/1/2021 22:40:4 [Request GET] <Customers: Get All Customers>
11/1/2021 22:40:7 [Request GET] <Reservations: Get All Reservations>
11/1/2021 22:40:13 [Request GET] <Customers: Get All Customers>
11/1/2021 22:40:13 [Request GET] <Logs: Get All>
11/1/2021 22:46:0 [Request POST] <Report: Download>
11/1/2021 22:46:2 [Request GET] <Logs: Get All>
11/1/2021 22:46:2 [Request GET] <Customers: Get All Customers>
11/1/2021 22:46:4 [Request GET] <Reservations: Get All Reservations>
11/1/2021 22:46:18 [Request POST] <Reservations: Add Reservation>
11/1/2021 22:46:18 [Request GET] <Reservations: Get All Reservations>
11/1/2021 22:46:31 [Request POST] <Reservations: Add Reservation>
11/1/2021 22:46:31 [Request GET] <Reservations: Get All Reservations>
11/1/2021 22:46:47 [Request POST] <Reservations: Add Reservation>
11/1/2021 22:46:47 [Request GET] <Reservations: Get All Reservations>
11/1/2021 22:46:57 [Request GET] <Logs: Get All>
11/1/2021 22:46:57 [Request GET] <Customers: Get All Customers>
11/1/2021 22:47:1 [Request POST] <Report: Download>
11/1/2021 22:47:13 [Request POST] <Report: Download>
11/1/2021 22:48:52 [Request POST] <Report: Download>
11/1/2021 22:48:53 [Request POST] <Report: Download>
11/1/2021 22:48:57 [Request POST] <Report: Download>
11/1/2021 22:49:0 [Request POST] <Report: Download>
11/1/2021 22:49:4 [Request POST] <Report: Download>
11/1/2021 22:49:19 [Request POST] <Report: Download>
11/1/2021 22:49:23 [Request POST] <Report: Download>
11/1/2021 22:51:5 [Request POST] <Report: Download>
11/1/2021 22:51:8 [Request POST] <Report: Download>
11/1/2021 22:51:10 [Request POST] <Report: Download>
11/1/2021 22:55:59 [Request GET] <Reservations: Get All Reservations>
11/1/2021 22:56:10 [Request GET] <Logs: Get All>
11/1/2021 22:56:10 [Request GET] <Customers: Get All Customers>
11/1/2021 22:56:16 [Request GET] <Logs: Get One>
11/1/2021 22:56:18 [Request GET] <Logs: Get All>
11/1/2021 22:56:19 [Request GET] <Logs: Get One>
11/1/2021 22:56:21 [Request GET] <Logs: Get All>
11/1/2021 22:56:28 [Request POST] <Report: Download>
11/1/2021 22:56:34 [Request GET] <Logs: Get All>
11/1/2021 22:56:34 [Request GET] <Customers: Get All Customers>
11/1/2021 22:56:44 [Request GET] <Logs: Get All>
11/1/2021 22:56:44 [Request GET] <Customers: Get All Customers>
11/1/2021 22:56:54 [Request GET] <Logs: Get All>
11/1/2021 22:56:54 [Request GET] <Customers: Get All Customers>
11/1/2021 23:3:53 [Request POST] <Report: Download>
11/1/2021 23:3:55 [Request POST] <Report: Download>
11/1/2021 23:3:59 [Request POST] <Report: Download>
11/1/2021 23:6:0 [Request POST] <Report: Download>
11/1/2021 23:6:4 [Request POST] <Report: Download>
11/1/2021 23:6:10 [Request POST] <Report: Download>
11/1/2021 23:8:24 [Request GET] <Reservations: Get All Reservations>
11/1/2021 23:8:26 [Request GET] <Logs: Get All>
11/1/2021 23:8:26 [Request GET] <Customers: Get All Customers>
11/1/2021 23:11:5 [Request GET] <Logs: Get One>
11/1/2021 23:11:8 [Request GET] <Logs: Get All>
11/1/2021 23:11:9 [Request GET] <Logs: Get One>
11/1/2021 23:11:10 [Request GET] <Logs: Get All>
11/1/2021 23:11:11 [Request GET] <Logs: Get One>
11/1/2021 23:11:14 [Request GET] <Logs: Get All>
11/1/2021 23:11:16 [Request GET] <Logs: Get One>
11/1/2021 23:11:18 [Request GET] <Logs: Get All>
11/1/2021 23:12:28 [Request GET] <Reservations: Get All Reservations>
11/1/2021 23:12:30 [Request GET] <Logs: Get All>
11/1/2021 23:12:30 [Request GET] <Customers: Get All Customers>
11/1/2021 23:12:41 [Request POST] <Report: Download>
11/1/2021 23:12:42 [Request POST] <Report: Download>
11/1/2021 23:12:49 [Request GET] <Logs: Get All>
11/1/2021 23:12:49 [Request GET] <Customers: Get All Customers>
11/1/2021 23:13:12 [Request POST] <Report: Download>
11/1/2021 23:13:14 [Request POST] <Report: Download>
11/1/2021 23:13:17 [Request POST] <Report: Download>
11/1/2021 23:13:20 [Request POST] <Report: Download>
11/1/2021 23:13:22 [Request POST] <Report: Download>
11/1/2021 23:15:42 [Request POST] <Report: Download>
11/1/2021 23:15:45 [Request POST] <Report: Download>
11/1/2021 23:15:46 [Request POST] <Report: Download>
11/1/2021 23:15:51 [Request GET] <Reservations: Get All Reservations>
11/1/2021 23:15:55 [Request GET] <Logs: Get All>
11/1/2021 23:15:55 [Request GET] <Customers: Get All Customers>
11/1/2021 23:16:1 [Request GET] <Reservations: Get All Reservations>
11/1/2021 23:16:3 [Request GET] <Logs: Get All>
11/1/2021 23:16:3 [Request GET] <Customers: Get All Customers>
11/1/2021 23:18:7 [Request GET] <Logs: Get One>
11/1/2021 23:18:10 [Request GET] <Logs: Get All>
11/1/2021 23:18:11 [Request GET] <Logs: Get One>
11/1/2021 23:18:14 [Request GET] <Logs: Get All>
11/1/2021 23:18:14 [Request GET] <Logs: Get One>
11/1/2021 23:18:17 [Request GET] <Logs: Get All>
11/1/2021 23:18:18 [Request GET] <Logs: Get One>
11/1/2021 23:18:20 [Request GET] <Logs: Get All>
11/1/2021 23:18:22 [Request GET] <Logs: Get One>
11/1/2021 23:18:25 [Request GET] <Logs: Get All>
11/1/2021 23:18:26 [Request GET] <Logs: Get One>
11/1/2021 23:18:28 [Request GET] <Logs: Get All>
11/1/2021 23:56:55 [Request GET] <Reservations: Get All Reservations>
